e,E,s,k
kline,1714310883005,BTCUSDT,"{'t': 1714310882000, 'T': 1714310882999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028475, 'L': 3577028496, 'o': '63736.45000000', 'c': '63732.05000000', 'h': '63736.45000000', 'l': '63732.05000000', 'v': '0.17666000', 'n': 22, 'x': True, 'q': '11258.99952040', 'V': '0.15268000', 'Q': '9730.60960960', 'B': '0'}"
kline,1714310884005,BTCUSDT,"{'t': 1714310883000, 'T': 1714310883999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028497, 'L': 3577028509, 'o': '63732.01000000', 'c': '63730.29000000', 'h': '63732.01000000', 'l': '63730.29000000', 'v': '0.08864000', 'n': 13, 'x': True, 'q': '5649.17325250', 'V': '0.05267000', 'Q': '3356.76496670', 'B': '0'}"
kline,1714310885004,BTCUSDT,"{'t': 1714310884000, 'T': 1714310884999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028510, 'L': 3577028511, 'o': '63730.01000000', 'c': '63730.01000000', 'h': '63730.01000000', 'l': '63730.01000000', 'v': '0.00160000', 'n': 2, 'x': True, 'q': '101.96801600', 'V': '0.00160000', 'Q': '101.96801600', 'B': '0'}"
kline,1714310886005,BTCUSDT,"{'t': 1714310885000, 'T': 1714310885999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028512, 'L': 3577028513, 'o': '63730.01000000', 'c': '63730.00000000', 'h': '63730.01000000', 'l': '63730.00000000', 'v': '0.00167000', 'n': 2, 'x': True, 'q': '106.42910870', 'V': '0.00087000', 'Q': '55.44510870', 'B': '0'}"
kline,1714310887005,BTCUSDT,"{'t': 1714310886000, 'T': 1714310886999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028514, 'L': 3577028514, 'o': '63730.01000000', 'c': '63730.01000000', 'h': '63730.01000000', 'l': '63730.01000000', 'v': '0.00031000', 'n': 1, 'x': True, 'q': '19.75630310', 'V': '0.00031000', 'Q': '19.75630310', 'B': '0'}"
kline,1714310888005,BTCUSDT,"{'t': 1714310887000, 'T': 1714310887999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028515, 'L': 3577028516, 'o': '63730.01000000', 'c': '63730.01000000', 'h': '63730.01000000', 'l': '63730.01000000', 'v': '0.01692000', 'n': 2, 'x': True, 'q': '1078.31176920', 'V': '0.01692000', 'Q': '1078.31176920', 'B': '0'}"
kline,1714310889005,BTCUSDT,"{'t': 1714310888000, 'T': 1714310888999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028517, 'L': 3577028520, 'o': '63730.01000000', 'c': '63730.01000000', 'h': '63730.01000000', 'l': '63730.00000000', 'v': '0.08068000', 'n': 4, 'x': True, 'q': '5141.73648070', 'V': '0.00807000', 'Q': '514.30118070', 'B': '0'}"
kline,1714310890005,BTCUSDT,"{'t': 1714310889000, 'T': 1714310889999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028521, 'L': 3577028524, 'o': '63730.00000000', 'c': '63730.00000000', 'h': '63730.00000000', 'l': '63730.00000000', 'v': '0.00932000', 'n': 4, 'x': True, 'q': '593.96360000', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310891004,BTCUSDT,"{'t': 1714310890000, 'T': 1714310890999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028525, 'L': 3577028526, 'o': '63730.01000000', 'c': '63730.00000000', 'h': '63730.01000000', 'l': '63730.00000000', 'v': '0.08726000', 'n': 2, 'x': True, 'q': '5561.08050000', 'V': '0.07000000', 'Q': '4461.10070000', 'B': '0'}"
kline,1714310892005,BTCUSDT,"{'t': 1714310891000, 'T': 1714310891999, 's': 'BTCUSDT', 'i': '1s', 'f': -1, 'L': -1, 'o': '63730.00000000', 'c': '63730.00000000', 'h': '63730.00000000', 'l': '63730.00000000', 'v': '0.00000000', 'n': 0, 'x': True, 'q': '0.00000000', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310893005,BTCUSDT,"{'t': 1714310892000, 'T': 1714310892999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028527, 'L': 3577028544, 'o': '63730.01000000', 'c': '63730.00000000', 'h': '63730.01000000', 'l': '63730.00000000', 'v': '0.50369000', 'n': 18, 'x': True, 'q': '32100.16370810', 'V': '0.00081000', 'Q': '51.62130810', 'B': '0'}"
kline,1714310894005,BTCUSDT,"{'t': 1714310893000, 'T': 1714310893999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028545, 'L': 3577028553, 'o': '63730.01000000', 'c': '63730.01000000', 'h': '63730.01000000', 'l': '63730.00000000', 'v': '0.23378000', 'n': 9, 'x': True, 'q': '14898.79999470', 'V': '0.05947000', 'Q': '3790.02369470', 'B': '0'}"
kline,1714310895006,BTCUSDT,"{'t': 1714310894000, 'T': 1714310894999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028554, 'L': 3577028558, 'o': '63730.01000000', 'c': '63730.01000000', 'h': '63730.01000000', 'l': '63730.01000000', 'v': '0.03370000', 'n': 5, 'x': True, 'q': '2147.70133700', 'V': '0.03370000', 'Q': '2147.70133700', 'B': '0'}"
kline,1714310896005,BTCUSDT,"{'t': 1714310895000, 'T': 1714310895999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028559, 'L': 3577028561, 'o': '63730.00000000', 'c': '63730.01000000', 'h': '63730.01000000', 'l': '63730.00000000', 'v': '0.28496000', 'n': 3, 'x': True, 'q': '18160.50362660', 'V': '0.28266000', 'Q': '18013.92462660', 'B': '0'}"
kline,1714310897005,BTCUSDT,"{'t': 1714310896000, 'T': 1714310896999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028562, 'L': 3577028568, 'o': '63730.01000000', 'c': '63730.00000000', 'h': '63730.01000000', 'l': '63730.00000000', 'v': '0.01249000', 'n': 7, 'x': True, 'q': '795.98781590', 'V': '0.01159000', 'Q': '738.63081590', 'B': '0'}"
kline,1714310898005,BTCUSDT,"{'t': 1714310897000, 'T': 1714310897999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028569, 'L': 3577028571, 'o': '63730.01000000', 'c': '63730.01000000', 'h': '63730.01000000', 'l': '63730.00000000', 'v': '0.00173000', 'n': 3, 'x': True, 'q': '110.25291560', 'V': '0.00156000', 'Q': '99.41881560', 'B': '0'}"
kline,1714310899005,BTCUSDT,"{'t': 1714310898000, 'T': 1714310898999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028572, 'L': 3577028575, 'o': '63730.00000000', 'c': '63730.00000000', 'h': '63730.00000000', 'l': '63730.00000000', 'v': '0.05826000', 'n': 4, 'x': True, 'q': '3712.90980000', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310900004,BTCUSDT,"{'t': 1714310899000, 'T': 1714310899999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028576, 'L': 3577028581, 'o': '63730.00000000', 'c': '63728.80000000', 'h': '63730.00000000', 'l': '63728.80000000', 'v': '0.00546000', 'n': 6, 'x': True, 'q': '347.96073240', 'V': '0.00130000', 'Q': '82.84857100', 'B': '0'}"
kline,1714310901004,BTCUSDT,"{'t': 1714310900000, 'T': 1714310900999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028582, 'L': 3577028591, 'o': '63728.81000000', 'c': '63727.22000000', 'h': '63728.81000000', 'l': '63727.22000000', 'v': '0.02255000', 'n': 10, 'x': True, 'q': '1437.06736750', 'V': '0.01139000', 'Q': '725.87114590', 'B': '0'}"
kline,1714310902005,BTCUSDT,"{'t': 1714310901000, 'T': 1714310901999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028592, 'L': 3577028592, 'o': '63727.13000000', 'c': '63727.13000000', 'h': '63727.13000000', 'l': '63727.13000000', 'v': '0.00023000', 'n': 1, 'x': True, 'q': '14.65723990', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310903004,BTCUSDT,"{'t': 1714310902000, 'T': 1714310902999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028593, 'L': 3577028609, 'o': '63727.13000000', 'c': '63724.30000000', 'h': '63727.13000000', 'l': '63724.30000000', 'v': '0.06402000', 'n': 17, 'x': True, 'q': '4079.75868730', 'V': '0.00086000', 'Q': '54.80290660', 'B': '0'}"
kline,1714310904005,BTCUSDT,"{'t': 1714310903000, 'T': 1714310903999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028610, 'L': 3577028652, 'o': '63724.30000000', 'c': '63714.75000000', 'h': '63724.30000000', 'l': '63714.75000000', 'v': '0.87012000', 'n': 43, 'x': True, 'q': '55445.37789460', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310905005,BTCUSDT,"{'t': 1714310904000, 'T': 1714310904999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028653, 'L': 3577028654, 'o': '63714.76000000', 'c': '63714.76000000', 'h': '63714.76000000', 'l': '63714.76000000', 'v': '0.02646000', 'n': 2, 'x': True, 'q': '1685.89254960', 'V': '0.02646000', 'Q': '1685.89254960', 'B': '0'}"
kline,1714310906005,BTCUSDT,"{'t': 1714310905000, 'T': 1714310905999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028655, 'L': 3577028682, 'o': '63714.75000000', 'c': '63709.99000000', 'h': '63714.75000000', 'l': '63709.99000000', 'v': '0.43908000', 'n': 28, 'x': True, 'q': '27974.43213580', 'V': '0.05246000', 'Q': '3342.22660000', 'B': '0'}"
kline,1714310907005,BTCUSDT,"{'t': 1714310906000, 'T': 1714310906999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028683, 'L': 3577028689, 'o': '63709.99000000', 'c': '63709.37000000', 'h': '63709.99000000', 'l': '63709.36000000', 'v': '0.08273000', 'n': 7, 'x': True, 'q': '5270.67807070', 'V': '0.00116000', 'Q': '73.90286920', 'B': '0'}"
kline,1714310908005,BTCUSDT,"{'t': 1714310907000, 'T': 1714310907999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028690, 'L': 3577028703, 'o': '63709.36000000', 'c': '63706.02000000', 'h': '63709.36000000', 'l': '63706.02000000', 'v': '0.01492000', 'n': 14, 'x': True, 'q': '950.49869240', 'V': '0.01252000', 'Q': '797.59937040', 'B': '0'}"
kline,1714310909005,BTCUSDT,"{'t': 1714310908000, 'T': 1714310908999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028704, 'L': 3577028707, 'o': '63706.02000000', 'c': '63706.01000000', 'h': '63706.02000000', 'l': '63706.01000000', 'v': '0.04271000', 'n': 4, 'x': True, 'q': '2720.88411030', 'V': '0.04232000', 'Q': '2696.03876640', 'B': '0'}"
kline,1714310910005,BTCUSDT,"{'t': 1714310909000, 'T': 1714310909999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028708, 'L': 3577028709, 'o': '63706.02000000', 'c': '63706.02000000', 'h': '63706.02000000', 'l': '63706.02000000', 'v': '0.03589000', 'n': 2, 'x': True, 'q': '2286.40905780', 'V': '0.03589000', 'Q': '2286.40905780', 'B': '0'}"
kline,1714310911005,BTCUSDT,"{'t': 1714310910000, 'T': 1714310910999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028710, 'L': 3577028713, 'o': '63706.02000000', 'c': '63706.01000000', 'h': '63706.02000000', 'l': '63706.01000000', 'v': '0.02640000', 'n': 4, 'x': True, 'q': '1681.83890570', 'V': '0.02417000', 'Q': '1539.77450340', 'B': '0'}"
kline,1714310912005,BTCUSDT,"{'t': 1714310911000, 'T': 1714310911999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028714, 'L': 3577028752, 'o': '63706.01000000', 'c': '63700.00000000', 'h': '63706.02000000', 'l': '63700.00000000', 'v': '0.96238000', 'n': 39, 'x': True, 'q': '61308.33169600', 'V': '0.00215000', 'Q': '136.96794300', 'B': '0'}"
kline,1714310913004,BTCUSDT,"{'t': 1714310912000, 'T': 1714310912999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028753, 'L': 3577028754, 'o': '63700.00000000', 'c': '63700.00000000', 'h': '63700.00000000', 'l': '63700.00000000', 'v': '0.00116000', 'n': 2, 'x': True, 'q': '73.89200000', 'V': '0.00116000', 'Q': '73.89200000', 'B': '0'}"
kline,1714310914005,BTCUSDT,"{'t': 1714310913000, 'T': 1714310913999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028755, 'L': 3577028758, 'o': '63700.00000000', 'c': '63699.99000000', 'h': '63700.00000000', 'l': '63699.99000000', 'v': '0.13239000', 'n': 4, 'x': True, 'q': '8433.24169300', 'V': '0.00169000', 'Q': '107.65300000', 'B': '0'}"
kline,1714310915005,BTCUSDT,"{'t': 1714310914000, 'T': 1714310914999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028759, 'L': 3577028761, 'o': '63699.99000000', 'c': '63700.00000000', 'h': '63700.00000000', 'l': '63699.99000000', 'v': '0.00528000', 'n': 3, 'x': True, 'q': '336.33598930', 'V': '0.00421000', 'Q': '268.17700000', 'B': '0'}"
kline,1714310916005,BTCUSDT,"{'t': 1714310915000, 'T': 1714310915999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028762, 'L': 3577028801, 'o': '63699.99000000', 'c': '63695.43000000', 'h': '63699.99000000', 'l': '63695.43000000', 'v': '1.09000000', 'n': 40, 'x': True, 'q': '69432.53220760', 'V': '0.00292000', 'Q': '186.00141640', 'B': '0'}"
kline,1714310917006,BTCUSDT,"{'t': 1714310916000, 'T': 1714310916999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028802, 'L': 3577028804, 'o': '63694.76000000', 'c': '63694.77000000', 'h': '63694.77000000', 'l': '63694.76000000', 'v': '0.00345000', 'n': 3, 'x': True, 'q': '219.74692440', 'V': '0.00024000', 'Q': '15.28674480', 'B': '0'}"
kline,1714310918005,BTCUSDT,"{'t': 1714310917000, 'T': 1714310917999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028805, 'L': 3577028806, 'o': '63694.77000000', 'c': '63694.77000000', 'h': '63694.77000000', 'l': '63694.77000000', 'v': '0.00042000', 'n': 2, 'x': True, 'q': '26.75180340', 'V': '0.00042000', 'Q': '26.75180340', 'B': '0'}"
kline,1714310919004,BTCUSDT,"{'t': 1714310918000, 'T': 1714310918999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028807, 'L': 3577028808, 'o': '63694.77000000', 'c': '63694.77000000', 'h': '63694.77000000', 'l': '63694.77000000', 'v': '0.00108000', 'n': 2, 'x': True, 'q': '68.79035160', 'V': '0.00108000', 'Q': '68.79035160', 'B': '0'}"
kline,1714310920005,BTCUSDT,"{'t': 1714310919000, 'T': 1714310919999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028809, 'L': 3577028809, 'o': '63694.76000000', 'c': '63694.76000000', 'h': '63694.76000000', 'l': '63694.76000000', 'v': '0.00226000', 'n': 1, 'x': True, 'q': '143.95015760', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310921005,BTCUSDT,"{'t': 1714310920000, 'T': 1714310920999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028810, 'L': 3577028814, 'o': '63694.77000000', 'c': '63694.77000000', 'h': '63694.77000000', 'l': '63694.76000000', 'v': '0.00522000', 'n': 5, 'x': True, 'q': '332.48669540', 'V': '0.00482000', 'Q': '307.00879140', 'B': '0'}"
kline,1714310922005,BTCUSDT,"{'t': 1714310921000, 'T': 1714310921999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028815, 'L': 3577028815, 'o': '63694.77000000', 'c': '63694.77000000', 'h': '63694.77000000', 'l': '63694.77000000', 'v': '0.00020000', 'n': 1, 'x': True, 'q': '12.73895400', 'V': '0.00020000', 'Q': '12.73895400', 'B': '0'}"
kline,1714310923005,BTCUSDT,"{'t': 1714310922000, 'T': 1714310922999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028816, 'L': 3577028833, 'o': '63694.77000000', 'c': '63694.12000000', 'h': '63694.77000000', 'l': '63694.12000000', 'v': '0.61130000', 'n': 18, 'x': True, 'q': '38936.54103420', 'V': '0.00314000', 'Q': '200.00157780', 'B': '0'}"
kline,1714310924005,BTCUSDT,"{'t': 1714310923000, 'T': 1714310923999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028834, 'L': 3577028839, 'o': '63694.12000000', 'c': '63693.64000000', 'h': '63694.12000000', 'l': '63693.64000000', 'v': '0.37336000', 'n': 6, 'x': True, 'q': '23780.77939810', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310925005,BTCUSDT,"{'t': 1714310924000, 'T': 1714310924999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028840, 'L': 3577028840, 'o': '63693.58000000', 'c': '63693.58000000', 'h': '63693.58000000', 'l': '63693.58000000', 'v': '0.00065000', 'n': 1, 'x': True, 'q': '41.40082700', 'V': '0.00065000', 'Q': '41.40082700', 'B': '0'}"
kline,1714310926005,BTCUSDT,"{'t': 1714310925000, 'T': 1714310925999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028841, 'L': 3577028841, 'o': '63693.57000000', 'c': '63693.57000000', 'h': '63693.57000000', 'l': '63693.57000000', 'v': '0.00238000', 'n': 1, 'x': True, 'q': '151.59069660', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310927005,BTCUSDT,"{'t': 1714310926000, 'T': 1714310926999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028842, 'L': 3577028844, 'o': '63693.58000000', 'c': '63693.58000000', 'h': '63693.58000000', 'l': '63693.58000000', 'v': '0.00296000', 'n': 3, 'x': True, 'q': '188.53299680', 'V': '0.00296000', 'Q': '188.53299680', 'B': '0'}"
kline,1714310928004,BTCUSDT,"{'t': 1714310927000, 'T': 1714310927999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028845, 'L': 3577028845, 'o': '63693.57000000', 'c': '63693.57000000', 'h': '63693.57000000', 'l': '63693.57000000', 'v': '0.00037000', 'n': 1, 'x': True, 'q': '23.56662090', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310929005,BTCUSDT,"{'t': 1714310928000, 'T': 1714310928999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028846, 'L': 3577028849, 'o': '63693.58000000', 'c': '63693.58000000', 'h': '63693.58000000', 'l': '63693.57000000', 'v': '0.00198000', 'n': 4, 'x': True, 'q': '126.11328080', 'V': '0.00122000', 'Q': '77.70616760', 'B': '0'}"
kline,1714310930005,BTCUSDT,"{'t': 1714310929000, 'T': 1714310929999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028850, 'L': 3577028851, 'o': '63693.58000000', 'c': '63693.58000000', 'h': '63693.58000000', 'l': '63693.58000000', 'v': '0.00103000', 'n': 2, 'x': True, 'q': '65.60438740', 'V': '0.00103000', 'Q': '65.60438740', 'B': '0'}"
kline,1714310931005,BTCUSDT,"{'t': 1714310930000, 'T': 1714310930999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028852, 'L': 3577028859, 'o': '63693.58000000', 'c': '63693.57000000', 'h': '63693.58000000', 'l': '63693.57000000', 'v': '0.03151000', 'n': 8, 'x': True, 'q': '2006.98455890', 'V': '0.01682000', 'Q': '1071.32601560', 'B': '0'}"
kline,1714310932006,BTCUSDT,"{'t': 1714310931000, 'T': 1714310931999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028860, 'L': 3577028862, 'o': '63693.57000000', 'c': '63693.58000000', 'h': '63693.58000000', 'l': '63693.57000000', 'v': '0.00367000', 'n': 3, 'x': True, 'q': '233.75540760', 'V': '0.00057000', 'Q': '36.30534060', 'B': '0'}"
kline,1714310933005,BTCUSDT,"{'t': 1714310932000, 'T': 1714310932999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028863, 'L': 3577028863, 'o': '63693.57000000', 'c': '63693.57000000', 'h': '63693.57000000', 'l': '63693.57000000', 'v': '0.00031000', 'n': 1, 'x': True, 'q': '19.74500670', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310934005,BTCUSDT,"{'t': 1714310933000, 'T': 1714310933999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028864, 'L': 3577028910, 'o': '63693.58000000', 'c': '63683.92000000', 'h': '63693.58000000', 'l': '63683.92000000', 'v': '0.39722000', 'n': 47, 'x': True, 'q': '25299.74771290', 'V': '0.01528000', 'Q': '973.16350600', 'B': '0'}"
kline,1714310935005,BTCUSDT,"{'t': 1714310934000, 'T': 1714310934999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028911, 'L': 3577028917, 'o': '63683.92000000', 'c': '63683.93000000', 'h': '63683.93000000', 'l': '63683.92000000', 'v': '0.04401000', 'n': 7, 'x': True, 'q': '2802.72938520', 'V': '0.00660000', 'Q': '420.31393800', 'B': '0'}"
kline,1714310936005,BTCUSDT,"{'t': 1714310935000, 'T': 1714310935999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028918, 'L': 3577028919, 'o': '63683.93000000', 'c': '63683.93000000', 'h': '63683.93000000', 'l': '63683.93000000', 'v': '0.05251000', 'n': 2, 'x': True, 'q': '3344.04316430', 'V': '0.05251000', 'Q': '3344.04316430', 'B': '0'}"
kline,1714310937005,BTCUSDT,"{'t': 1714310936000, 'T': 1714310936999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028920, 'L': 3577028922, 'o': '63683.92000000', 'c': '63683.92000000', 'h': '63683.93000000', 'l': '63683.92000000', 'v': '0.00369000', 'n': 3, 'x': True, 'q': '234.99366600', 'V': '0.00012000', 'Q': '7.64207160', 'B': '0'}"
kline,1714310938005,BTCUSDT,"{'t': 1714310937000, 'T': 1714310937999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028923, 'L': 3577028926, 'o': '63683.92000000', 'c': '63683.93000000', 'h': '63683.93000000', 'l': '63683.92000000', 'v': '0.01445000', 'n': 4, 'x': True, 'q': '920.23278420', 'V': '0.01402000', 'Q': '892.84869860', 'B': '0'}"
kline,1714310939005,BTCUSDT,"{'t': 1714310938000, 'T': 1714310938999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028927, 'L': 3577028928, 'o': '63683.93000000', 'c': '63683.93000000', 'h': '63683.93000000', 'l': '63683.93000000', 'v': '0.03133000', 'n': 2, 'x': True, 'q': '1995.21752690', 'V': '0.03133000', 'Q': '1995.21752690', 'B': '0'}"
kline,1714310940005,BTCUSDT,"{'t': 1714310939000, 'T': 1714310939999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028929, 'L': 3577028954, 'o': '63683.93000000', 'c': '63683.93000000', 'h': '63683.93000000', 'l': '63683.92000000', 'v': '0.03773000', 'n': 26, 'x': True, 'q': '2402.79454210', 'V': '0.02405000', 'Q': '1531.59851650', 'B': '0'}"
kline,1714310941005,BTCUSDT,"{'t': 1714310940000, 'T': 1714310940999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028955, 'L': 3577029054, 'o': '63683.92000000', 'c': '63670.54000000', 'h': '63683.93000000', 'l': '63670.53000000', 'v': '2.96414000', 'n': 100, 'x': True, 'q': '188753.27648740', 'V': '0.02270000', 'Q': '1445.45783600', 'B': '0'}"
kline,1714310942005,BTCUSDT,"{'t': 1714310941000, 'T': 1714310941999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577029055, 'L': 3577029057, 'o': '63670.54000000', 'c': '63670.53000000', 'h': '63670.54000000', 'l': '63670.53000000', 'v': '0.00838000', 'n': 3, 'x': True, 'q': '533.55908970', 'V': '0.00483000', 'Q': '307.52870820', 'B': '0'}"
kline,1714310943005,BTCUSDT,"{'t': 1714310942000, 'T': 1714310942999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577029058, 'L': 3577029062, 'o': '63670.54000000', 'c': '63670.54000000', 'h': '63670.54000000', 'l': '63670.54000000', 'v': '0.06120000', 'n': 5, 'x': True, 'q': '3896.63704800', 'V': '0.06120000', 'Q': '3896.63704800', 'B': '0'}"
kline,1714310944005,BTCUSDT,"{'t': 1714310943000, 'T': 1714310943999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577029063, 'L': 3577029077, 'o': '63670.54000000', 'c': '63670.54000000', 'h': '63670.54000000', 'l': '63670.53000000', 'v': '0.23847000', 'n': 15, 'x': True, 'q': '15183.51309410', 'V': '0.18050000', 'Q': '11492.53247000', 'B': '0'}"
kline,1714310945005,BTCUSDT,"{'t': 1714310944000, 'T': 1714310944999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577029078, 'L': 3577029101, 'o': '63670.54000000', 'c': '63676.00000000', 'h': '63676.00000000', 'l': '63670.54000000', 'v': '0.52218000', 'n': 24, 'x': True, 'q': '33248.28586800', 'V': '0.52218000', 'Q': '33248.28586800', 'B': '0'}"
kline,1714310946005,BTCUSDT,"{'t': 1714310945000, 'T': 1714310945999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577029102, 'L': 3577029108, 'o': '63675.99000000', 'c': '63676.00000000', 'h': '63676.00000000', 'l': '63675.99000000', 'v': '0.12235000', 'n': 7, 'x': True, 'q': '7790.75859720', 'V': '0.12207000', 'Q': '7772.92932000', 'B': '0'}"
kline,1714310947005,BTCUSDT,"{'t': 1714310946000, 'T': 1714310946999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577029109, 'L': 3577029113, 'o': '63676.00000000', 'c': '63676.00000000', 'h': '63676.00000000', 'l': '63675.99000000', 'v': '0.11873000', 'n': 5, 'x': True, 'q': '7560.25147910', 'V': '0.11864000', 'Q': '7554.52064000', 'B': '0'}"
kline,1714310948005,BTCUSDT,"{'t': 1714310947000, 'T': 1714310947999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577029114, 'L': 3577029115, 'o': '63676.00000000', 'c': '63676.00000000', 'h': '63676.00000000', 'l': '63676.00000000', 'v': '0.06908000', 'n': 2, 'x': True, 'q': '4398.73808000', 'V': '0.06908000', 'Q': '4398.73808000', 'B': '0'}"
kline,1714310949005,BTCUSDT,"{'t': 1714310948000, 'T': 1714310948999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577029116, 'L': 3577029119, 'o': '63676.00000000', 'c': '63676.00000000', 'h': '63676.00000000', 'l': '63675.99000000', 'v': '0.08958000', 'n': 4, 'x': True, 'q': '5704.09607800', 'V': '0.08938000', 'Q': '5691.36088000', 'B': '0'}"
kline,1714310950005,BTCUSDT,"{'t': 1714310949000, 'T': 1714310949999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577029120, 'L': 3577029164, 'o': '63676.00000000', 'c': '63685.47000000', 'h': '63685.47000000', 'l': '63675.99000000', 'v': '0.62689000', 'n': 45, 'x': True, 'q': '39919.17060830', 'V': '0.62622000', 'Q': '39876.50769500', 'B': '0'}"
kline,1714310951005,BTCUSDT,"{'t': 1714310950000, 'T': 1714310950999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577029165, 'L': 3577029185, 'o': '63685.86000000', 'c': '63689.81000000', 'h': '63689.81000000', 'l': '63685.86000000', 'v': '0.16106000', 'n': 21, 'x': True, 'q': '10257.48106030', 'V': '0.12816000', 'Q': '8162.14618930', 'B': '0'}"
kline,1714310952005,BTCUSDT,"{'t': 1714310951000, 'T': 1714310951999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577029186, 'L': 3577029215, 'o': '63690.00000000', 'c': '63693.57000000', 'h': '63693.58000000', 'l': '63690.00000000', 'v': '0.19046000', 'n': 30, 'x': True, 'q': '12130.89559180', 'V': '0.15641000', 'Q': '9962.13005800', 'B': '0'}"
