e,E,s,k
kline,1714310562005,BTCUSDT,"{'t': 1714310561000, 'T': 1714310561999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577024736, 'L': 3577024742, 'o': '63854.86000000', 'c': '63854.87000000', 'h': '63854.87000000', 'l': '63854.86000000', 'v': '0.30844000', 'n': 7, 'x': True, 'q': '19695.39602460', 'V': '0.30062000', 'Q': '19196.05101940', 'B': '0'}"
kline,1714310563005,BTCUSDT,"{'t': 1714310562000, 'T': 1714310562999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577024743, 'L': 3577024757, 'o': '63854.86000000', 'c': '63855.56000000', 'h': '63855.56000000', 'l': '63854.86000000', 'v': '0.52917000', 'n': 15, 'x': True, 'q': '33790.09224170', 'V': '0.47917000', 'Q': '30597.34924170', 'B': '0'}"
kline,1714310564005,BTCUSDT,"{'t': 1714310563000, 'T': 1714310563999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577024758, 'L': 3577024789, 'o': '63855.56000000', 'c': '63860.87000000', 'h': '63860.87000000', 'l': '63855.56000000', 'v': '0.56116000', 'n': 32, 'x': True, 'q': '35833.99618050', 'V': '0.56093000', 'Q': '35819.30818040', 'B': '0'}"
kline,1714310565005,BTCUSDT,"{'t': 1714310564000, 'T': 1714310564999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577024790, 'L': 3577024794, 'o': '63860.87000000', 'c': '63860.88000000', 'h': '63860.88000000', 'l': '63860.87000000', 'v': '0.00615000', 'n': 5, 'x': True, 'q': '392.74436050', 'V': '0.00100000', 'Q': '63.86088000', 'B': '0'}"
kline,1714310566005,BTCUSDT,"{'t': 1714310565000, 'T': 1714310565999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577024795, 'L': 3577024910, 'o': '63860.87000000', 'c': '63869.08000000', 'h': '63869.09000000', 'l': '63860.87000000', 'v': '1.07309000', 'n': 116, 'x': True, 'q': '68533.74026930', 'V': '0.80506000', 'Q': '51414.91198910', 'B': '0'}"
kline,1714310567005,BTCUSDT,"{'t': 1714310566000, 'T': 1714310566999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577024911, 'L': 3577024917, 'o': '63868.42000000', 'c': '63868.42000000', 'h': '63868.43000000', 'l': '63868.42000000', 'v': '0.00967000', 'n': 7, 'x': True, 'q': '617.60767130', 'V': '0.00499000', 'Q': '318.70346570', 'B': '0'}"
kline,1714310568005,BTCUSDT,"{'t': 1714310567000, 'T': 1714310567999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577024918, 'L': 3577024920, 'o': '63868.42000000', 'c': '63868.43000000', 'h': '63868.43000000', 'l': '63868.42000000', 'v': '0.25001000', 'n': 3, 'x': True, 'q': '15967.74617790', 'V': '0.24937000', 'Q': '15926.87038910', 'B': '0'}"
kline,1714310569005,BTCUSDT,"{'t': 1714310568000, 'T': 1714310568999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577024921, 'L': 3577024937, 'o': '63868.42000000', 'c': '63864.90000000', 'h': '63868.42000000', 'l': '63864.90000000', 'v': '0.39099000', 'n': 17, 'x': True, 'q': '24971.50419370', 'V': '0.01761000', 'Q': '1124.66106510', 'B': '0'}"
kline,1714310572005,BTCUSDT,"{'t': 1714310571000, 'T': 1714310571999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025134, 'L': 3577025138, 'o': '63824.44000000', 'c': '63824.44000000', 'h': '63824.45000000', 'l': '63824.44000000', 'v': '0.01668000', 'n': 5, 'x': True, 'q': '1064.59169890', 'V': '0.00397000', 'Q': '253.38306650', 'B': '0'}"
kline,1714310573005,BTCUSDT,"{'t': 1714310572000, 'T': 1714310572999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025139, 'L': 3577025142, 'o': '63824.45000000', 'c': '63824.44000000', 'h': '63824.45000000', 'l': '63824.44000000', 'v': '0.00680000', 'n': 4, 'x': True, 'q': '434.00625840', 'V': '0.00664000', 'Q': '423.79434800', 'B': '0'}"
kline,1714310574005,BTCUSDT,"{'t': 1714310573000, 'T': 1714310573999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025143, 'L': 3577025151, 'o': '63824.44000000', 'c': '63824.44000000', 'h': '63824.45000000', 'l': '63824.44000000', 'v': '0.42258000', 'n': 9, 'x': True, 'q': '26970.93464510', 'V': '0.27899000', 'Q': '17806.38330550', 'B': '0'}"
kline,1714310575015,BTCUSDT,"{'t': 1714310574000, 'T': 1714310574999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025152, 'L': 3577025160, 'o': '63824.45000000', 'c': '63824.45000000', 'h': '63824.45000000', 'l': '63824.44000000', 'v': '0.12724000', 'n': 9, 'x': True, 'q': '8121.02279550', 'V': '0.10499000', 'Q': '6700.92900550', 'B': '0'}"
kline,1714310576004,BTCUSDT,"{'t': 1714310575000, 'T': 1714310575999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025161, 'L': 3577025164, 'o': '63824.44000000', 'c': '63824.45000000', 'h': '63824.45000000', 'l': '63824.44000000', 'v': '0.01868000', 'n': 4, 'x': True, 'q': '1192.24072370', 'V': '0.01845000', 'Q': '1177.56110250', 'B': '0'}"
kline,1714310577005,BTCUSDT,"{'t': 1714310576000, 'T': 1714310576999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025165, 'L': 3577025209, 'o': '63824.44000000', 'c': '63818.47000000', 'h': '63824.45000000', 'l': '63818.47000000', 'v': '1.37574000', 'n': 45, 'x': True, 'q': '87805.37355450', 'V': '0.06264000', 'Q': '3997.83443980', 'B': '0'}"
kline,1714310578006,BTCUSDT,"{'t': 1714310577000, 'T': 1714310577999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025210, 'L': 3577025210, 'o': '63818.47000000', 'c': '63818.47000000', 'h': '63818.47000000', 'l': '63818.47000000', 'v': '0.00094000', 'n': 1, 'x': True, 'q': '59.98936180', 'V': '0.00094000', 'Q': '59.98936180', 'B': '0'}"
kline,1714310579006,BTCUSDT,"{'t': 1714310578000, 'T': 1714310578999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025211, 'L': 3577025215, 'o': '63818.47000000', 'c': '63818.47000000', 'h': '63818.47000000', 'l': '63818.47000000', 'v': '0.01901000', 'n': 5, 'x': True, 'q': '1213.18911470', 'V': '0.01901000', 'Q': '1213.18911470', 'B': '0'}"
kline,1714310580006,BTCUSDT,"{'t': 1714310579000, 'T': 1714310579999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025216, 'L': 3577025247, 'o': '63818.46000000', 'c': '63818.46000000', 'h': '63818.47000000', 'l': '63818.46000000', 'v': '0.04286000', 'n': 32, 'x': True, 'q': '2735.25946510', 'V': '0.02695000', 'Q': '1719.90776650', 'B': '0'}"
kline,1714310581005,BTCUSDT,"{'t': 1714310580000, 'T': 1714310580999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025248, 'L': 3577025298, 'o': '63818.46000000', 'c': '63818.27000000', 'h': '63818.47000000', 'l': '63818.27000000', 'v': '0.48020000', 'n': 51, 'x': True, 'q': '30645.62476510', 'V': '0.02902000', 'Q': '1852.01199940', 'B': '0'}"
kline,1714310582005,BTCUSDT,"{'t': 1714310581000, 'T': 1714310581999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025299, 'L': 3577025339, 'o': '63817.82000000', 'c': '63817.83000000', 'h': '63817.83000000', 'l': '63817.82000000', 'v': '2.71196000', 'n': 41, 'x': True, 'q': '173071.40206160', 'V': '2.69344000', 'Q': '171889.49603520', 'B': '0'}"
kline,1714310583005,BTCUSDT,"{'t': 1714310582000, 'T': 1714310582999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025340, 'L': 3577025341, 'o': '63817.83000000', 'c': '63817.83000000', 'h': '63817.83000000', 'l': '63817.83000000', 'v': '0.00788000', 'n': 2, 'x': True, 'q': '502.88450040', 'V': '0.00788000', 'Q': '502.88450040', 'B': '0'}"
kline,1714310584005,BTCUSDT,"{'t': 1714310583000, 'T': 1714310583999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025342, 'L': 3577025394, 'o': '63818.47000000', 'c': '63836.00000000', 'h': '63836.00000000', 'l': '63818.47000000', 'v': '0.42460000', 'n': 53, 'x': True, 'q': '27099.78839730', 'V': '0.42149000', 'Q': '26901.29265640', 'B': '0'}"
kline,1714310585006,BTCUSDT,"{'t': 1714310584000, 'T': 1714310584999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025395, 'L': 3577025397, 'o': '63835.99000000', 'c': '63836.00000000', 'h': '63836.00000000', 'l': '63835.99000000', 'v': '0.02077000', 'n': 3, 'x': True, 'q': '1325.87371230', 'V': '0.02000000', 'Q': '1276.72000000', 'B': '0'}"
kline,1714310586005,BTCUSDT,"{'t': 1714310585000, 'T': 1714310585999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025398, 'L': 3577025428, 'o': '63835.99000000', 'c': '63830.66000000', 'h': '63835.99000000', 'l': '63830.65000000', 'v': '0.94111000', 'n': 31, 'x': True, 'q': '60075.30995470', 'V': '0.41274000', 'Q': '26347.28433340', 'B': '0'}"
kline,1714310587005,BTCUSDT,"{'t': 1714310586000, 'T': 1714310586999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025429, 'L': 3577025432, 'o': '63830.65000000', 'c': '63830.65000000', 'h': '63830.65000000', 'l': '63830.65000000', 'v': '0.05054000', 'n': 4, 'x': True, 'q': '3226.00105100', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310588005,BTCUSDT,"{'t': 1714310587000, 'T': 1714310587999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025433, 'L': 3577025462, 'o': '63830.66000000', 'c': '63819.10000000', 'h': '63830.66000000', 'l': '63819.10000000', 'v': '0.17016000', 'n': 30, 'x': True, 'q': '10860.23267190', 'V': '0.00016000', 'Q': '10.21290560', 'B': '0'}"
kline,1714310589005,BTCUSDT,"{'t': 1714310588000, 'T': 1714310588999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025463, 'L': 3577025466, 'o': '63818.80000000', 'c': '63818.81000000', 'h': '63818.81000000', 'l': '63818.80000000', 'v': '0.80671000', 'n': 4, 'x': True, 'q': '51483.27198260', 'V': '0.78346000', 'Q': '49999.48488260', 'B': '0'}"
kline,1714310590004,BTCUSDT,"{'t': 1714310589000, 'T': 1714310589999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025467, 'L': 3577025470, 'o': '63818.80000000', 'c': '63818.81000000', 'h': '63818.81000000', 'l': '63818.80000000', 'v': '0.02029000', 'n': 4, 'x': True, 'q': '1294.88365340', 'V': '0.02014000', 'Q': '1285.31083340', 'B': '0'}"
kline,1714310591005,BTCUSDT,"{'t': 1714310590000, 'T': 1714310590999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025471, 'L': 3577025481, 'o': '63818.80000000', 'c': '63818.80000000', 'h': '63818.81000000', 'l': '63818.80000000', 'v': '0.16050000', 'n': 11, 'x': True, 'q': '10242.91742100', 'V': '0.00210000', 'Q': '134.01950100', 'B': '0'}"
kline,1714310592004,BTCUSDT,"{'t': 1714310591000, 'T': 1714310591999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025482, 'L': 3577025488, 'o': '63818.80000000', 'c': '63818.81000000', 'h': '63818.81000000', 'l': '63818.80000000', 'v': '0.08313000', 'n': 7, 'x': True, 'q': '5305.25685550', 'V': '0.00115000', 'Q': '73.39163150', 'B': '0'}"
kline,1714310593005,BTCUSDT,"{'t': 1714310592000, 'T': 1714310592999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025489, 'L': 3577025519, 'o': '63818.80000000', 'c': '63822.32000000', 'h': '63822.33000000', 'l': '63818.80000000', 'v': '0.39240000', 'n': 31, 'x': True, 'q': '25042.75062620', 'V': '0.30724000', 'Q': '19607.79004700', 'B': '0'}"
kline,1714310594005,BTCUSDT,"{'t': 1714310593000, 'T': 1714310593999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025520, 'L': 3577025528, 'o': '63822.33000000', 'c': '63826.00000000', 'h': '63826.00000000', 'l': '63822.33000000', 'v': '0.12080000', 'n': 9, 'x': True, 'q': '7709.73887540', 'V': '0.12080000', 'Q': '7709.73887540', 'B': '0'}"
kline,1714310595005,BTCUSDT,"{'t': 1714310594000, 'T': 1714310594999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025529, 'L': 3577025532, 'o': '63825.99000000', 'c': '63826.00000000', 'h': '63826.00000000', 'l': '63825.99000000', 'v': '0.09050000', 'n': 4, 'x': True, 'q': '5776.25299000', 'V': '0.08950000', 'Q': '5712.42700000', 'B': '0'}"
kline,1714310596005,BTCUSDT,"{'t': 1714310595000, 'T': 1714310595999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025533, 'L': 3577025539, 'o': '63826.00000000', 'c': '63826.00000000', 'h': '63826.00000000', 'l': '63826.00000000', 'v': '0.22710000', 'n': 7, 'x': True, 'q': '14494.88460000', 'V': '0.22710000', 'Q': '14494.88460000', 'B': '0'}"
kline,1714310597005,BTCUSDT,"{'t': 1714310596000, 'T': 1714310596999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025540, 'L': 3577025542, 'o': '63826.00000000', 'c': '63826.00000000', 'h': '63826.00000000', 'l': '63826.00000000', 'v': '0.03731000', 'n': 3, 'x': True, 'q': '2381.34806000', 'V': '0.03731000', 'Q': '2381.34806000', 'B': '0'}"
kline,1714310598005,BTCUSDT,"{'t': 1714310597000, 'T': 1714310597999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025543, 'L': 3577025547, 'o': '63826.00000000', 'c': '63825.99000000', 'h': '63826.00000000', 'l': '63825.99000000', 'v': '0.00076000', 'n': 5, 'x': True, 'q': '48.50775690', 'V': '0.00045000', 'Q': '28.72170000', 'B': '0'}"
kline,1714310599005,BTCUSDT,"{'t': 1714310598000, 'T': 1714310598999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025548, 'L': 3577025549, 'o': '63826.00000000', 'c': '63826.00000000', 'h': '63826.00000000', 'l': '63826.00000000', 'v': '0.00041000', 'n': 2, 'x': True, 'q': '26.16866000', 'V': '0.00041000', 'Q': '26.16866000', 'B': '0'}"
kline,1714310600063,BTCUSDT,"{'t': 1714310599000, 'T': 1714310599999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025550, 'L': 3577025615, 'o': '63825.99000000', 'c': '63810.46000000', 'h': '63825.99000000', 'l': '63810.46000000', 'v': '2.71514000', 'n': 66, 'x': True, 'q': '173284.60021950', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310601006,BTCUSDT,"{'t': 1714310600000, 'T': 1714310600999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025616, 'L': 3577025617, 'o': '63810.46000000', 'c': '63810.45000000', 'h': '63810.46000000', 'l': '63810.45000000', 'v': '0.01148000', 'n': 2, 'x': True, 'q': '732.54398100', 'V': '0.00150000', 'Q': '95.71569000', 'B': '0'}"
kline,1714310602005,BTCUSDT,"{'t': 1714310601000, 'T': 1714310601999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025618, 'L': 3577025624, 'o': '63810.45000000', 'c': '63810.46000000', 'h': '63810.46000000', 'l': '63810.45000000', 'v': '0.07081000', 'n': 7, 'x': True, 'q': '4518.41798700', 'V': '0.00225000', 'Q': '143.57353500', 'B': '0'}"
kline,1714310603005,BTCUSDT,"{'t': 1714310602000, 'T': 1714310602999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025625, 'L': 3577025627, 'o': '63810.45000000', 'c': '63810.45000000', 'h': '63810.46000000', 'l': '63810.45000000', 'v': '0.01433000', 'n': 3, 'x': True, 'q': '914.40375070', 'V': '0.00022000', 'Q': '14.03830120', 'B': '0'}"
kline,1714310604005,BTCUSDT,"{'t': 1714310603000, 'T': 1714310603999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025628, 'L': 3577025632, 'o': '63810.46000000', 'c': '63810.46000000', 'h': '63810.46000000', 'l': '63810.46000000', 'v': '0.05123000', 'n': 5, 'x': True, 'q': '3269.00986580', 'V': '0.05123000', 'Q': '3269.00986580', 'B': '0'}"
kline,1714310605006,BTCUSDT,"{'t': 1714310604000, 'T': 1714310604999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025633, 'L': 3577025640, 'o': '63810.45000000', 'c': '63810.45000000', 'h': '63810.46000000', 'l': '63810.45000000', 'v': '0.30440000', 'n': 8, 'x': True, 'q': '19423.90349110', 'V': '0.25111000', 'Q': '16023.44461060', 'B': '0'}"
kline,1714310606005,BTCUSDT,"{'t': 1714310605000, 'T': 1714310605999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025641, 'L': 3577025642, 'o': '63810.46000000', 'c': '63810.45000000', 'h': '63810.46000000', 'l': '63810.45000000', 'v': '0.06311000', 'n': 2, 'x': True, 'q': '4027.07812630', 'V': '0.06268000', 'Q': '3999.63963280', 'B': '0'}"
kline,1714310607005,BTCUSDT,"{'t': 1714310606000, 'T': 1714310606999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025643, 'L': 3577025643, 'o': '63810.46000000', 'c': '63810.46000000', 'h': '63810.46000000', 'l': '63810.46000000', 'v': '0.00030000', 'n': 1, 'x': True, 'q': '19.14313800', 'V': '0.00030000', 'Q': '19.14313800', 'B': '0'}"
kline,1714310608005,BTCUSDT,"{'t': 1714310607000, 'T': 1714310607999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025644, 'L': 3577025646, 'o': '63810.46000000', 'c': '63810.46000000', 'h': '63810.46000000', 'l': '63810.45000000', 'v': '0.00161000', 'n': 3, 'x': True, 'q': '102.73483520', 'V': '0.00107000', 'Q': '68.27719220', 'B': '0'}"
kline,1714310609005,BTCUSDT,"{'t': 1714310608000, 'T': 1714310608999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025647, 'L': 3577025647, 'o': '63810.45000000', 'c': '63810.45000000', 'h': '63810.45000000', 'l': '63810.45000000', 'v': '0.00529000', 'n': 1, 'x': True, 'q': '337.55728050', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310610005,BTCUSDT,"{'t': 1714310609000, 'T': 1714310609999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025648, 'L': 3577025648, 'o': '63810.46000000', 'c': '63810.46000000', 'h': '63810.46000000', 'l': '63810.46000000', 'v': '0.04700000', 'n': 1, 'x': True, 'q': '2999.09162000', 'V': '0.04700000', 'Q': '2999.09162000', 'B': '0'}"
kline,1714310611005,BTCUSDT,"{'t': 1714310610000, 'T': 1714310610999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025649, 'L': 3577025650, 'o': '63810.45000000', 'c': '63810.45000000', 'h': '63810.45000000', 'l': '63810.45000000', 'v': '0.01602000', 'n': 2, 'x': True, 'q': '1022.24340900', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310612005,BTCUSDT,"{'t': 1714310611000, 'T': 1714310611999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025651, 'L': 3577025654, 'o': '63810.46000000', 'c': '63810.45000000', 'h': '63810.46000000', 'l': '63810.45000000', 'v': '0.50233000', 'n': 4, 'x': True, 'q': '32053.90834850', 'V': '0.50000000', 'Q': '31905.23000000', 'B': '0'}"
kline,1714310613005,BTCUSDT,"{'t': 1714310612000, 'T': 1714310612999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025655, 'L': 3577025670, 'o': '63810.45000000', 'c': '63810.45000000', 'h': '63810.46000000', 'l': '63810.45000000', 'v': '0.14554000', 'n': 16, 'x': True, 'q': '9286.97346420', 'V': '0.05712000', 'Q': '3644.85347520', 'B': '0'}"
kline,1714310614005,BTCUSDT,"{'t': 1714310613000, 'T': 1714310613999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025671, 'L': 3577025673, 'o': '63810.45000000', 'c': '63810.45000000', 'h': '63810.45000000', 'l': '63810.45000000', 'v': '0.07749000', 'n': 3, 'x': True, 'q': '4944.67177050', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310615005,BTCUSDT,"{'t': 1714310614000, 'T': 1714310614999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025674, 'L': 3577025707, 'o': '63810.46000000', 'c': '63808.20000000', 'h': '63810.46000000', 'l': '63808.19000000', 'v': '0.52080000', 'n': 34, 'x': True, 'q': '33232.07440240', 'V': '0.05614000', 'Q': '3582.31804920', 'B': '0'}"
kline,1714310616005,BTCUSDT,"{'t': 1714310615000, 'T': 1714310615999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025708, 'L': 3577025729, 'o': '63808.19000000', 'c': '63802.00000000', 'h': '63808.19000000', 'l': '63802.00000000', 'v': '0.14503000', 'n': 22, 'x': True, 'q': '9253.94749320', 'V': '0.00510000', 'Q': '325.39025100', 'B': '0'}"
kline,1714310617005,BTCUSDT,"{'t': 1714310616000, 'T': 1714310616999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025730, 'L': 3577025735, 'o': '63802.00000000', 'c': '63802.01000000', 'h': '63802.01000000', 'l': '63802.00000000', 'v': '0.05577000', 'n': 6, 'x': True, 'q': '3558.23759510', 'V': '0.00551000', 'Q': '351.54907510', 'B': '0'}"
kline,1714310618005,BTCUSDT,"{'t': 1714310617000, 'T': 1714310617999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025736, 'L': 3577025746, 'o': '63802.00000000', 'c': '63802.00000000', 'h': '63802.01000000', 'l': '63802.00000000', 'v': '0.09457000', 'n': 11, 'x': True, 'q': '6033.75514840', 'V': '0.00084000', 'Q': '53.59368840', 'B': '0'}"
kline,1714310619005,BTCUSDT,"{'t': 1714310618000, 'T': 1714310618999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025747, 'L': 3577025775, 'o': '63802.01000000', 'c': '63798.71000000', 'h': '63802.01000000', 'l': '63798.71000000', 'v': '0.49797000', 'n': 29, 'x': True, 'q': '31770.78160680', 'V': '0.09859000', 'Q': '6289.91662730', 'B': '0'}"
kline,1714310620005,BTCUSDT,"{'t': 1714310619000, 'T': 1714310619999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025776, 'L': 3577025779, 'o': '63798.72000000', 'c': '63798.71000000', 'h': '63798.72000000', 'l': '63798.71000000', 'v': '0.00462000', 'n': 4, 'x': True, 'q': '294.75006350', 'V': '0.00233000', 'Q': '148.65101760', 'B': '0'}"
kline,1714310621005,BTCUSDT,"{'t': 1714310620000, 'T': 1714310620999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025780, 'L': 3577025796, 'o': '63798.71000000', 'c': '63796.62000000', 'h': '63798.71000000', 'l': '63796.61000000', 'v': '0.23792000', 'n': 17, 'x': True, 'q': '15178.93544660', 'V': '0.01507000', 'Q': '961.41506340', 'B': '0'}"
kline,1714310622005,BTCUSDT,"{'t': 1714310621000, 'T': 1714310621999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025797, 'L': 3577025797, 'o': '63796.61000000', 'c': '63796.61000000', 'h': '63796.61000000', 'l': '63796.61000000', 'v': '0.00070000', 'n': 1, 'x': True, 'q': '44.65762700', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310623005,BTCUSDT,"{'t': 1714310622000, 'T': 1714310622999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025798, 'L': 3577025799, 'o': '63796.62000000', 'c': '63796.62000000', 'h': '63796.62000000', 'l': '63796.62000000', 'v': '0.00813000', 'n': 2, 'x': True, 'q': '518.66652060', 'V': '0.00813000', 'Q': '518.66652060', 'B': '0'}"
kline,1714310624005,BTCUSDT,"{'t': 1714310623000, 'T': 1714310623999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025800, 'L': 3577025802, 'o': '63796.61000000', 'c': '63796.61000000', 'h': '63796.61000000', 'l': '63796.61000000', 'v': '0.06964000', 'n': 3, 'x': True, 'q': '4442.79592040', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310625005,BTCUSDT,"{'t': 1714310624000, 'T': 1714310624999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025803, 'L': 3577025810, 'o': '63796.61000000', 'c': '63796.62000000', 'h': '63796.62000000', 'l': '63796.61000000', 'v': '0.22482000', 'n': 8, 'x': True, 'q': '14342.75490010', 'V': '0.10399000', 'Q': '6634.21051380', 'B': '0'}"
kline,1714310626005,BTCUSDT,"{'t': 1714310625000, 'T': 1714310625999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025811, 'L': 3577025822, 'o': '63796.61000000', 'c': '63796.61000000', 'h': '63796.62000000', 'l': '63796.61000000', 'v': '0.30403000', 'n': 12, 'x': True, 'q': '19396.08334390', 'V': '0.00056000', 'Q': '35.72610720', 'B': '0'}"
kline,1714310627006,BTCUSDT,"{'t': 1714310626000, 'T': 1714310626999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025823, 'L': 3577025827, 'o': '63796.61000000', 'c': '63796.61000000', 'h': '63796.61000000', 'l': '63796.61000000', 'v': '0.00735000', 'n': 5, 'x': True, 'q': '468.90508350', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310628006,BTCUSDT,"{'t': 1714310627000, 'T': 1714310627999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025828, 'L': 3577025830, 'o': '63796.62000000', 'c': '63796.62000000', 'h': '63796.62000000', 'l': '63796.61000000', 'v': '0.01921000', 'n': 3, 'x': True, 'q': '1225.53306890', 'V': '0.01908000', 'Q': '1217.23950960', 'B': '0'}"
kline,1714310629005,BTCUSDT,"{'t': 1714310628000, 'T': 1714310628999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025831, 'L': 3577025831, 'o': '63796.62000000', 'c': '63796.62000000', 'h': '63796.62000000', 'l': '63796.62000000', 'v': '0.00313000', 'n': 1, 'x': True, 'q': '199.68342060', 'V': '0.00313000', 'Q': '199.68342060', 'B': '0'}"
kline,1714310630005,BTCUSDT,"{'t': 1714310629000, 'T': 1714310629999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025832, 'L': 3577025894, 'o': '63796.62000000', 'c': '63802.01000000', 'h': '63802.01000000', 'l': '63796.62000000', 'v': '2.13619000', 'n': 63, 'x': True, 'q': '136284.48129810', 'V': '2.12838000', 'Q': '135786.18767810', 'B': '0'}"
kline,1714310631005,BTCUSDT,"{'t': 1714310630000, 'T': 1714310630999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025895, 'L': 3577025898, 'o': '63802.01000000', 'c': '63802.01000000', 'h': '63802.01000000', 'l': '63802.01000000', 'v': '0.04611000', 'n': 4, 'x': True, 'q': '2941.91068110', 'V': '0.04611000', 'Q': '2941.91068110', 'B': '0'}"
kline,1714310632005,BTCUSDT,"{'t': 1714310631000, 'T': 1714310631999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025899, 'L': 3577025901, 'o': '63802.01000000', 'c': '63802.00000000', 'h': '63802.01000000', 'l': '63802.00000000', 'v': '0.00307000', 'n': 3, 'x': True, 'q': '195.87214710', 'V': '0.00071000', 'Q': '45.29942710', 'B': '0'}"
kline,1714310633005,BTCUSDT,"{'t': 1714310632000, 'T': 1714310632999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025902, 'L': 3577025903, 'o': '63802.00000000', 'c': '63802.01000000', 'h': '63802.01000000', 'l': '63802.00000000', 'v': '0.01021000', 'n': 2, 'x': True, 'q': '651.41845130', 'V': '0.00313000', 'Q': '199.70029130', 'B': '0'}"
